,geometry,GCX_OID,Address,Legal Description,Legal Type,Folio,PID,Additional PIDs,Plan Number,Land Use Code,Zoning,Zoning Description,Garbage Zone,Approximate Site Area (m²),Street View
2816,Geocortex.Gis.Geometries.Polygon,490,1576 PITT RIVER RD,"LOT 386, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29298",LAND,387052-000,009-024-719,No,29298,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,795.53369140625,Click for Google StreetView
2817,Geocortex.Gis.Geometries.Polygon,491,1655 MCPHERSON DR,"LOT 67, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-067,017-324-068,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.703857421875,Click for Google StreetView
2818,Geocortex.Gis.Geometries.Polygon,492,1784 MARY HILL RD,"LOT 642, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31330",LAND,384651-000,001-863-029,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,724.465087890625,Click for Google StreetView
2819,Geocortex.Gis.Geometries.Polygon,493,2330 MARSHALL AVE,"LOT 219, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP40635",LAND,380642-000,005-375-304,No,40635,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,679.823486328125,Click for Google StreetView
2820,Geocortex.Gis.Geometries.Polygon,494,2144 YORK PL,"LOT 190, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP26402",LAND,386660-000,008-718-458,No,26402,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,1082.0,Click for Google StreetView
2822,Geocortex.Gis.Geometries.Polygon,497,2143 ANITA DR,"LOT 259, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,386636-000,008-976-031,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,814.893310546875,Click for Google StreetView
2823,Geocortex.Gis.Geometries.Polygon,498,2238 STAFFORD AVE,"LOT 268, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP61898",LAND,382005-007,000-660-868,No,61898,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,755.14892578125,Click for Google StreetView
2824,Geocortex.Gis.Geometries.Polygon,503,2130 AUDREY DR,"LOT 320, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092, GROUP 1",LAND,388308-000,007-858-311,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,720.38720703125,Click for Google StreetView
2825,Geocortex.Gis.Geometries.Polygon,506,1628 MCPHERSON DR,"LOT 20, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-020,017-323-568,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.735107421875,Click for Google StreetView
2826,Geocortex.Gis.Geometries.Polygon,507,1648 MCHUGH CLOSE,"LOT 88, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199, GROUP 1",LAND,383306-088,017-324-301,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,379.0927734375,Click for Google StreetView
2827,Geocortex.Gis.Geometries.Polygon,511,1557 ELINOR CRES,"LOT 930, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP34319",LAND,387330-000,007-095-520,No,34319,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,775.7451171875,Click for Google StreetView
2828,Geocortex.Gis.Geometries.Polygon,512,1657 MCCHESSNEY ST,"LOT 41, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-041,017-323-789,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,380.525146484375,Click for Google StreetView
2830,Geocortex.Gis.Geometries.Polygon,514,2259 STAFFORD AVE,"LOT 262, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP61898",LAND,382005-001,002-976-765,No,61898,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,612.27734375,Click for Google StreetView
2831,Geocortex.Gis.Geometries.Polygon,515,1878 WESTERN DR,"LOT 144, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP20766, GROUP 1",LAND,385314-000,003-638-472,No,20766,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,709.996826171875,Click for Google StreetView
2832,Geocortex.Gis.Geometries.Polygon,517,2121 ANITA DR,"LOT 267, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419, GROUP 1",LAND,386644-000,008-976-066,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,728.564208984375,Click for Google StreetView
2833,Geocortex.Gis.Geometries.Polygon,520,1682 MCHUGH CLOSE,"LOT 93, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-093,017-324-360,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,727.096435546875,Click for Google StreetView
2834,Geocortex.Gis.Geometries.Polygon,521,1691 MARY HILL RD,"LOT B, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP5393",LAND,383306-202,017-852-897,No,LMP5393,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,652.49462890625,Click for Google StreetView
2835,Geocortex.Gis.Geometries.Polygon,523,2279 STAFFORD AVE,"LOT 8, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP82227, GROUP 1",LAND,381070-008,014-590-638,No,82227,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,536.446044921875,Click for Google StreetView
2836,Geocortex.Gis.Geometries.Polygon,524,1656 MCPHERSON DR,"LOT 12, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-012,017-323-487,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.73486328125,Click for Google StreetView
2837,Geocortex.Gis.Geometries.Polygon,525,1760 WESTERN DR,"LOT 227, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27191",LAND,386347-000,008-967-181,No,27191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,844.239501953125,Click for Google StreetView
2838,Geocortex.Gis.Geometries.Polygon,526,2147 YORK PL,"LOT 195, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP26402",LAND,386665-000,002-307-952,No,26402,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,777.860107421875,Click for Google StreetView
2839,Geocortex.Gis.Geometries.Polygon,527,1820 WESTERN DR,"LOT 138, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP20766",LAND,385308-000,002-166-151,No,20766,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,686.435546875,Click for Google StreetView
2840,Geocortex.Gis.Geometries.Polygon,528,1575 WESTERN DR,"LOT 576, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31081",LAND,388006-000,006-553-818,No,31081,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,832.522705078125,Click for Google StreetView
2841,Geocortex.Gis.Geometries.Polygon,529,2330 NACHT AVE,"LOT 54, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-054,017-323-924,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.70947265625,Click for Google StreetView
2842,Geocortex.Gis.Geometries.Polygon,530,2368 NACHT AVE,"LOT 49, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-049,017-323-878,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.716064453125,Click for Google StreetView
2843,Geocortex.Gis.Geometries.Polygon,531,1716 MARY HILL RD,"LOT 622, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31330",LAND,384647-000,006-581-129,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,837.998046875,Click for Google StreetView
2844,Geocortex.Gis.Geometries.Polygon,532,1764 MARY HILL RD,"LOT 616, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31330",LAND,384641-000,006-562-531,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,931.45166015625,Click for Google StreetView
2845,Geocortex.Gis.Geometries.Polygon,533,1845 MARY HILL RD,"LOT 5, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP48589",LAND,382006-005,024-932-311,No,LMP48589,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,562.095458984375,Click for Google StreetView
2846,Geocortex.Gis.Geometries.Polygon,534,2153 AUDREY DR,"LOT 326, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092, GROUP 1",LAND,387621-000,008-281-033,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,754.962890625,Click for Google StreetView
2847,Geocortex.Gis.Geometries.Polygon,536,1639 MCHUGH CLOSE,"LOT 99, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-099,017-324-424,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,537.460693359375,Click for Google StreetView
2848,Geocortex.Gis.Geometries.Polygon,537,1729 OUGHTON DR,"LOT 233, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27191",LAND,386353-000,004-923-987,No,27191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,836.4150390625,Click for Google StreetView
2849,Geocortex.Gis.Geometries.Polygon,539,1946 WARWICK CRES,"LOT 81, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP18281",LAND,385055-000,003-484-386,No,18281,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,684.535400390625,Click for Google StreetView
2850,Geocortex.Gis.Geometries.Polygon,540,1695 MCPHERSON DR,"LOT 57, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-057,017-323-959,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,405.545166015625,Click for Google StreetView
2851,Geocortex.Gis.Geometries.Polygon,541,1614 OUGHTON DR,"LOT 273, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,386650-000,001-953-061,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,846.820556640625,Click for Google StreetView
2852,Geocortex.Gis.Geometries.Polygon,544,1945 EASTERN DR,"LOT 1, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP17771",LAND,385040-000,010-298-371,No,17771,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,851.064208984375,Click for Google StreetView
2853,Geocortex.Gis.Geometries.Polygon,545,1616 MCCHESSNEY ST,"LOT 78, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-078,017-324-173,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.72412109375,Click for Google StreetView
2854,Geocortex.Gis.Geometries.Polygon,546,1715 WESTERN DR,"LOT 249, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,384639-000,008-975-990,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,821.85546875,Click for Google StreetView
2855,Geocortex.Gis.Geometries.Polygon,549,1646 MCPHERSON DR,"LOT 15, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-015,017-323-517,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,370.75439453125,Click for Google StreetView
2856,Geocortex.Gis.Geometries.Polygon,550,1594 ELINOR CRES,"LOT 646, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31675, GROUP 1",LAND,388016-000,006-675-638,No,31675,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,658.92822265625,Click for Google StreetView
2857,Geocortex.Gis.Geometries.Polygon,551,2271 STAFFORD AVE,"LOT 10, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP82227, GROUP 1",LAND,381070-010,014-590-654,No,82227,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,536.404541015625,Click for Google StreetView
2858,Geocortex.Gis.Geometries.Polygon,553,1635 MCCHESSNEY ST,"LOT 36, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199, GROUP 1",LAND,383306-036,017-323-738,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,380.5390625,Click for Google StreetView
2859,Geocortex.Gis.Geometries.Polygon,554,2148 ANITA DR,"LOT 296, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,387612-000,008-976-341,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,824.305419921875,Click for Google StreetView
2861,Geocortex.Gis.Geometries.Polygon,556,1648 MCCHESSNEY ST,"LOT 101, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-101,017-324-441,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.716552734375,Click for Google StreetView
2862,Geocortex.Gis.Geometries.Polygon,557,1908 COLODIN CLOSE,"LOT 18, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP25384",LAND,380301-318,023-242-116,No,LMP25384,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,376.953369140625,Click for Google StreetView
2863,Geocortex.Gis.Geometries.Polygon,558,1903 COLODIN CLOSE,"LOT 12, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP25384, GROUP 1",LAND,380301-312,023-242-035,No,LMP25384,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,451.373291015625,Click for Google StreetView
2864,Geocortex.Gis.Geometries.Polygon,559,1813 MARY HILL RD,"LOT 2, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN BCP233",LAND,380302-002,025-443-666,No,BCP233,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,501.060546875,Click for Google StreetView
2866,Geocortex.Gis.Geometries.Polygon,562,2135 YORK PL,"LOT 198, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP26402",LAND,386668-000,001-044-621,No,26402,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,933.884521484375,Click for Google StreetView
2867,Geocortex.Gis.Geometries.Polygon,563,1561 ELINOR CRES,"LOT 828, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP33833",LAND,387370-000,006-929-265,No,33833,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,733.156494140625,Click for Google StreetView
2868,Geocortex.Gis.Geometries.Polygon,565,1926 MARY HILL RD,"LOT 4, BLOCK 6, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP2207, GROUP 1",LAND,384611-002,007-504-683,No,2207,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,341.29736328125,Click for Google StreetView
2869,Geocortex.Gis.Geometries.Polygon,566,2272 MARSHALL AVE,"LOT 5, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP82227",LAND,381070-005,014-590-603,No,82227,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,489.92236328125,Click for Google StreetView
2870,Geocortex.Gis.Geometries.Polygon,567,1714 OUGHTON DR,"LOT 219, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27191, GROUP 1",LAND,386616-000,001-968-874,No,27191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,724.35986328125,Click for Google StreetView
2871,Geocortex.Gis.Geometries.Polygon,572,1635 MCPHERSON DR,"LOT 72, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199, GROUP 1",LAND,383306-072,017-324-114,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,377.245849609375,Click for Google StreetView
2872,Geocortex.Gis.Geometries.Polygon,576,2116 AUDREY DR,"LOT 346, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29298",LAND,388312-000,009-047-662,No,29298,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,764.810791015625,Click for Google StreetView
2873,Geocortex.Gis.Geometries.Polygon,577,1802 MARY HILL RD,"LOT 639, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP31330, GROUP 1, & DL 342",LAND,384648-000,002-269-147,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,663.7392578125,Click for Google StreetView
2874,Geocortex.Gis.Geometries.Polygon,579,1949 PITT RIVER RD,"LOT 5, DISTRICT LOT 255, NEW WEST DISTRICT, PLAN NWP13232",LAND,321305-000,009-790-373,No,13232,No,RS4,RESIDENTIAL SINGLE DWELLING 4,5.0,746.176513671875,Click for Google StreetView
2875,Geocortex.Gis.Geometries.Polygon,580,1619 WESTERN DR,"LOT 309, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092",LAND,387308-000,002-618-427,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,772.772216796875,Click for Google StreetView
2876,Geocortex.Gis.Geometries.Polygon,581,1635 WESTERN DR,"LOT 303, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092",LAND,387302-000,009-087-176,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,799.972900390625,Click for Google StreetView
2878,Geocortex.Gis.Geometries.Polygon,583,1583 ELINOR CRES,"LOT 692, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31675, GROUP 1",LAND,387394-000,006-667-392,No,31675,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,685.69921875,Click for Google StreetView
2879,Geocortex.Gis.Geometries.Polygon,588,1854 MARY HILL RD,"LOT 120, BLOCK E, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP20516",LAND,384618-000,001-110-152,No,20516,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,674.859130859375,Click for Google StreetView
2880,Geocortex.Gis.Geometries.Polygon,589,1576 EASTERN DR,"LOT 352, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29298",LAND,388318-000,009-047-841,No,29298,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,809.39501953125,Click for Google StreetView
2882,Geocortex.Gis.Geometries.Polygon,591,1611 MCCHESSNEY ST,"LOT 30, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-030,017-323-673,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,380.546142578125,Click for Google StreetView
2883,Geocortex.Gis.Geometries.Polygon,592,2126 ANITA DR,"LOT 290, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419, GROUP 1",LAND,387606-000,008-976-279,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,710.381591796875,Click for Google StreetView
2884,Geocortex.Gis.Geometries.Polygon,594,2366 MARSHALL AVE,"LOT 4, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP25384",LAND,380301-304,023-241-934,No,LMP25384,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,430.6484375,Click for Google StreetView
2885,Geocortex.Gis.Geometries.Polygon,595,1740 MARY HILL RD,"LOT 619, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31330",LAND,384644-000,006-562-582,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,888.527587890625,Click for Google StreetView
2886,Geocortex.Gis.Geometries.Polygon,598,1568 SHAUGHNESSY ST,"LOT 991, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP34319, GROUP 1",LAND,387338-000,006-987-796,No,34319,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,716.783203125,Click for Google StreetView
2887,Geocortex.Gis.Geometries.Polygon,599,1675 MARY HILL RD,"LOT 2, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN BCP14355",LAND,383306-122,026-101-998,No,BCP14355,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,372.88623046875,Click for Google StreetView
2888,Geocortex.Gis.Geometries.Polygon,600,1743 OUGHTON DR,"LOT 230, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27191",LAND,386350-000,008-967-270,No,27191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,771.62255859375,Click for Google StreetView
2889,Geocortex.Gis.Geometries.Polygon,604,1662 MCHUGH CLOSE,"LOT 90, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199, GROUP 1",LAND,383306-090,017-324-327,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,383.51611328125,Click for Google StreetView
2890,Geocortex.Gis.Geometries.Polygon,606,1616 MCPHERSON DR,"LOT 23, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-023,017-323-606,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,375.067626953125,Click for Google StreetView
2891,Geocortex.Gis.Geometries.Polygon,607,1898 MARY HILL RD,"LOT 117, DISTRICT LOT 290&342, NEW WEST DISTRICT, PLAN NWP20516, GROUP 1",LAND,384615-000,008-863-555,No,20516,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,832.557373046875,Click for Google StreetView
2892,Geocortex.Gis.Geometries.Polygon,610,1672 MCPHERSON DR,"LOT 7, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-007,017-323-436,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,490.134765625,Click for Google StreetView
2893,Geocortex.Gis.Geometries.Polygon,612,1682 MCCHESSNEY ST,"LOT 107, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-107,017-324-505,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,375.7978515625,Click for Google StreetView
2894,Geocortex.Gis.Geometries.Polygon,613,2144 LAMPREY DR,"LOT 164, BLOCK K, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP20766",LAND,386331-000,002-178-893,No,20766,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,843.749267578125,Click for Google StreetView
2896,Geocortex.Gis.Geometries.Polygon,617,1844 WESTERN DR,"LOT 141, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP20766, GROUP 1",LAND,385311-000,009-526-528,No,20766,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,710.66552734375,Click for Google StreetView
2897,Geocortex.Gis.Geometries.Polygon,618,2241 STAFFORD AVE,"LOT 265, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP61898, GROUP 1",LAND,382005-004,002-976-811,No,61898,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,640.763427734375,Click for Google StreetView
2898,Geocortex.Gis.Geometries.Polygon,619,1879 AIRE CRES,"LOT 147, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP20766",LAND,385317-000,009-526-749,No,20766,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,710.5029296875,Click for Google StreetView
2899,Geocortex.Gis.Geometries.Polygon,620,2121 AUDREY DR,"LOT 340, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29298",LAND,387635-000,000-627-828,No,29298,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,695.458984375,Click for Google StreetView
2900,Geocortex.Gis.Geometries.Polygon,623,2316 STAFFORD AVE,"LOT 13, BLOCK 9, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP1957",LAND,381603-013,000-820-725,No,1957,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,486.16650390625,Click for Google StreetView
2901,Geocortex.Gis.Geometries.Polygon,626,2352 NACHT AVE,"LOT 51, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-051,017-323-894,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,374.7236328125,Click for Google StreetView
2902,Geocortex.Gis.Geometries.Polygon,627,1630 MARY HILL RD,"LOT 625, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP31330, GROUP 1",LAND,387315-000,006-581-145,No,31330,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,840.608642578125,Click for Google StreetView
2903,Geocortex.Gis.Geometries.Polygon,628,1869 MARY HILL RD,"LOT 2, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP48589",LAND,382006-002,024-932-281,No,LMP48589,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,666.240966796875,Click for Google StreetView
2904,Geocortex.Gis.Geometries.Polygon,629,2352 MARSHALL AVE,"LOT 1, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN LMP25384",LAND,380301-301,023-241-811,No,LMP25384,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,499.615478515625,Click for Google StreetView
2905,Geocortex.Gis.Geometries.Polygon,630,1628 WESTERN DR,"LOT 255, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,386632-000,008-976-023,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,780.060302734375,Click for Google StreetView
2906,Geocortex.Gis.Geometries.Polygon,631,1726 OUGHTON DR,"LOT 222, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27191",LAND,386622-000,002-331-128,No,27191,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,767.193115234375,Click for Google StreetView
2908,Geocortex.Gis.Geometries.Polygon,635,2139 AUDREY DR,"LOT 323, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092",LAND,387618-000,009-087-401,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,726.794189453125,Click for Google StreetView
2909,Geocortex.Gis.Geometries.Polygon,638,2274 STAFFORD AVE,"LOT 5, BLOCK 8, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP1957, GROUP 1",LAND,382020-005,012-425-648,No,1957,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,498.567626953125,Click for Google StreetView
2910,Geocortex.Gis.Geometries.Polygon,642,2159 YORK PL,"LOT 192, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP26402, GROUP 1",LAND,386662-000,008-891-303,No,26402,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,1091.0,Click for Google StreetView
2911,Geocortex.Gis.Geometries.Polygon,644,1661 MCHUGH CLOSE,"LOT 96, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN LMP199",LAND,383306-096,017-324-394,No,LMP199,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,701.25732421875,Click for Google StreetView
2912,Geocortex.Gis.Geometries.Polygon,646,1618 WESTERN DR,"LOT 329, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP29092",LAND,387624-000,002-216-108,No,29092,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,877.5009765625,Click for Google StreetView
2913,Geocortex.Gis.Geometries.Polygon,650,2244 MARSHALL AVE,"LOT 202, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP33672, GROUP 1",LAND,381039-000,006-874-835,No,33672,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,1089.0,Click for Google StreetView
2914,Geocortex.Gis.Geometries.Polygon,651,1620 OUGHTON DR,"LOT 274, DISTRICT LOT 342, NEW WEST DISTRICT, PLAN NWP27419",LAND,386651-000,000-495-549,No,27419,No,RS1,RESIDENTIAL SINGLE DWELLING 1,4.0,748.416015625,Click for Google StreetView
2915,Geocortex.Gis.Geometries.Polygon,652,2267 STAFFORD AVE,"LOT 11, DISTRICT LOT 290, NEW WEST DISTRICT, PLAN NWP82227",LAND,381070-011,014-590-662,No,82227,No,RS2,RESIDENTIAL SINGLE DWELLING 2,4.0,536.38232421875,Click for Google StreetView
